id;date_text;event_ref;context
d11;1870 г.;;"8 Наименованiе города Число душъ Посѣяно Собрано Степень урожая Состоянiе Красноярскаго Общ. хлѣбнаго магазина къ 1 ч. Октября 1870 года. Губернскiй городъ Красноярскъ Енисейской губернiи Ревизскихъ Обоего пола Озимаго Яроваго Картоф. Озимаго Яроваго Картоф. Сѣна Озимаго Яроваго Картоф. состоитъ налицо въ ссудахъ въ недоимкахъ Озимаго Яроваго Озимаго Яроваго Озимаго Яроваго четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ возовъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ — — — — 159 — 6 ½ — — — — — — — — — 95 3 3 ½ 2115 4340 400 25 2800 250 2000 2400 225 159 6 ½ 95 3 3 ½ Примѣчанiе 1, Въ 1870 г. раздачи хлѣба на посѣвъ не было по неимѣнiю надобности въ семенахъ; 2, капитала хлѣбному магазину принадлежащаго состоитъ налицо 207 р. 96 1/2 к. Серiями 1500 руб., а въ векселяхъ 1774 р. 70 коп. Запаснаго хлѣба на продажу бѣднымъ жителямъ муки * 26 кулей 4 п. 13 1/2 купленной въ 1867 году по 1 р. 15 к. на 274 р.8 3/4 к."
d12;1867 год;;"8 Наименованiе города Число душъ Посѣяно Собрано Степень урожая Состоянiе Красноярскаго Общ. хлѣбнаго магазина къ 1 ч. Октября 1870 года. Губернскiй городъ Красноярскъ Енисейской губернiи Ревизскихъ Обоего пола Озимаго Яроваго Картоф. Озимаго Яроваго Картоф. Сѣна Озимаго Яроваго Картоф. состоитъ налицо въ ссудахъ въ недоимкахъ Озимаго Яроваго Озимаго Яроваго Озимаго Яроваго четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ возовъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ — — — — 159 — 6 ½ — — — — — — — — — 95 3 3 ½ 2115 4340 400 25 2800 250 2000 2400 225 159 6 ½ 95 3 3 ½ Примѣчанiе 1, Въ 1870 г. раздачи хлѣба на посѣвъ не было по неимѣнiю надобности въ семенахъ; 2, капитала хлѣбному магазину принадлежащаго состоитъ налицо 207 р. 96 1/2 к. Серiями 1500 руб., а въ векселяхъ 1774 р. 70 коп. Запаснаго хлѣба на продажу бѣднымъ жителямъ муки * 26 кулей 4 п. 13 1/2 купленной въ 1867 году по 1 р. 15 к. на 274 р.8 3/4 к."
d13;1870 года;;"9 Наименованiе города Число душъ Посѣяно Собрано Степень урожая Состоянiе Красноярскаго Общ. хлѣбнаго магазина къ 1 ч. Октября 1870 года. Губернскiй городъ Красноярскъ Енисейской губернiи Ревизскихъ Обоего пола Озимаго Яроваго Картоф. Озимаго Яроваго Картоф. Сѣна Озимаго Яроваго Картоф. состоитъ налицо въ ссудахъ въ недоимкахъ Озимаго Яроваго Озимаго Яроваго Озимаго Яроваго четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ возовъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ — — — — 159 — 6 ½ — — — — — — — — — 95 3 3 ½ 2115 4340 400 25 2800 250 2000 2400 225 159 6 ½ 95 3 3 ½ Примѣчанiе 1, Въ 1870 г. раздачи хлѣба на посѣвъ не было по неимѣнiю надобности въ семенахъ; 2, капитала хлѣбному магазину принадлежащаго состоитъ налицо 207 р. 96 1/2 к. Серiями 1500 руб., а въ векселяхъ 1774 р. 70 коп. Запаснаго хлѣба на продажу бѣднымъ жителямъ муки * 26 кулей 4 п. 13 1/2 купленной въ 1867 году по 1 р. 15 к. на 274 р.8 3/4 к. По пробному умолоту урожай самъ 7 й Урожай самъ 10 й"
d14;1870 г.;;"9 Наименованiе города Число душъ Посѣяно Собрано Степень урожая Состоянiе Красноярскаго Общ. хлѣбнаго магазина къ 1 ч. Октября 1870 года. Губернскiй городъ Красноярскъ Енисейской губернiи Ревизскихъ Обоего пола Озимаго Яроваго Картоф. Озимаго Яроваго Картоф. Сѣна Озимаго Яроваго Картоф. состоитъ налицо въ ссудахъ въ недоимкахъ Озимаго Яроваго Озимаго Яроваго Озимаго Яроваго четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ возовъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ — — — — 159 — 6 ½ — — — — — — — — — 95 3 3 ½ 2115 4340 400 25 2800 250 2000 2400 225 159 6 ½ 95 3 3 ½ Примѣчанiе 1, Въ 1870 г. раздачи хлѣба на посѣвъ не было по неимѣнiю надобности въ семенахъ; 2, капитала хлѣбному магазину принадлежащаго состоитъ налицо 207 р. 96 1/2 к. Серiями 1500 руб., а въ векселяхъ 1774 р. 70 коп. Запаснаго хлѣба на продажу бѣднымъ жителямъ муки * 26 кулей 4 п. 13 1/2 купленной въ 1867 году по 1 р. 15 к. на 274 р.8 3/4 к. По пробному умолоту урожай самъ 7 й Урожай самъ 10 й"
d15;1867 год;;"9 Наименованiе города Число душъ Посѣяно Собрано Степень урожая Состоянiе Красноярскаго Общ. хлѣбнаго магазина къ 1 ч. Октября 1870 года. Губернскiй городъ Красноярскъ Енисейской губернiи Ревизскихъ Обоего пола Озимаго Яроваго Картоф. Озимаго Яроваго Картоф. Сѣна Озимаго Яроваго Картоф. состоитъ налицо въ ссудахъ въ недоимкахъ Озимаго Яроваго Озимаго Яроваго Озимаго Яроваго четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ возовъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ четвертей четвериковъ гарнцевъ — — — — 159 — 6 ½ — — — — — — — — — 95 3 3 ½ 2115 4340 400 25 2800 250 2000 2400 225 159 6 ½ 95 3 3 ½ Примѣчанiе 1, Въ 1870 г. раздачи хлѣба на посѣвъ не было по неимѣнiю надобности въ семенахъ; 2, капитала хлѣбному магазину принадлежащаго состоитъ налицо 207 р. 96 1/2 к. Серiями 1500 руб., а въ векселяхъ 1774 р. 70 коп. Запаснаго хлѣба на продажу бѣднымъ жителямъ муки * 26 кулей 4 п. 13 1/2 купленной въ 1867 году по 1 р. 15 к. на 274 р.8 3/4 к. По пробному умолоту урожай самъ 7 й Урожай самъ 10 й"
d16;10 Мая 1861 г.;;11 Указъ ЕГО ИМПЕРАТОРСКАГО ВЕЛИЧЕСТВА, САМОДЕРЖЦА ВСЕРОССIЙСКАГО. Изъ Енисейскаго Губернскаго Правленiя, Красноярской Городской Думѣ По указу ЕГО ИМПЕРАТОРСКАГО ВЕЛИЧЕСТВА, Губернское Правленiе слушали: На основанiи предложенiя Г. исправлявшаго должность Енисейскаго Губернатора, отъ 10 Мая 1861 г., за № 779, Губернское Правленiе обязано къ 15 ч. Января мѣсяца каждаго года доставлять къ Г. Начальнику губернiи за каждый истекшiй годъ сколь возможно вѣрныя свѣдѣнiя о стоимости безвозмѣзднаго исправленiя разныхъ повинностей для войскъ въ натурѣ, какъ то: отводъ квартиръ, пастбищъ, мѣстъ подъ лагери, отпускъ дровъ и проч., по переложенiи этихъ повинностей на денежный счетъ сообразно-дѣйствительной ихъ цѣнности. О доставленiи этихъ свѣдѣнiй къ 1 ч. Декабря каждаго истекшаго года, Губернскимъ Правленiемъ 24 Мая 1861 г. было предписано всѣмъ здѣшней губернiи городовымъ хозяйственнымъ управленiямъ, полицейскимъ управленiямъ и квартирнымъ коммиссiямъ. Приказали: Такъ какъ срокъ на доставленiе означенныхъ свѣдѣнiй уже приближается, то посему о немедленномъ доставленiи таковыхъ за настоящiй 1870 г. подтвердить указами помянутымъ выше мѣстамъ, предваривъ ихъ, что если свѣдѣнiя эти не будутъ доставлены къ 1 ч. будущаго Декабря мѣсяца, то за истребованiемъ таковыхъ Правленiе вынужденнымъ найдется въ окружныя мѣста послать эстафеты на счетъ виновныхъ. Октября 17 дня 1870 года. Совѣтникъ Рейтлингеръ 24 Октября За N 1424 Секретарь * * * 1 Отдѣленiя Столоначальник * * * 2 Столъ II.
d17;24 Мая 1861 г.;;11 Указъ ЕГО ИМПЕРАТОРСКАГО ВЕЛИЧЕСТВА, САМОДЕРЖЦА ВСЕРОССIЙСКАГО. Изъ Енисейскаго Губернскаго Правленiя, Красноярской Городской Думѣ По указу ЕГО ИМПЕРАТОРСКАГО ВЕЛИЧЕСТВА, Губернское Правленiе слушали: На основанiи предложенiя Г. исправлявшаго должность Енисейскаго Губернатора, отъ 10 Мая 1861 г., за № 779, Губернское Правленiе обязано къ 15 ч. Января мѣсяца каждаго года доставлять къ Г. Начальнику губернiи за каждый истекшiй годъ сколь возможно вѣрныя свѣдѣнiя о стоимости безвозмѣзднаго исправленiя разныхъ повинностей для войскъ въ натурѣ, какъ то: отводъ квартиръ, пастбищъ, мѣстъ подъ лагери, отпускъ дровъ и проч., по переложенiи этихъ повинностей на денежный счетъ сообразно-дѣйствительной ихъ цѣнности. О доставленiи этихъ свѣдѣнiй къ 1 ч. Декабря каждаго истекшаго года, Губернскимъ Правленiемъ 24 Мая 1861 г. было предписано всѣмъ здѣшней губернiи городовымъ хозяйственнымъ управленiямъ, полицейскимъ управленiямъ и квартирнымъ коммиссiямъ. Приказали: Такъ какъ срокъ на доставленiе означенныхъ свѣдѣнiй уже приближается, то посему о немедленномъ доставленiи таковыхъ за настоящiй 1870 г. подтвердить указами помянутымъ выше мѣстамъ, предваривъ ихъ, что если свѣдѣнiя эти не будутъ доставлены къ 1 ч. будущаго Декабря мѣсяца, то за истребованiемъ таковыхъ Правленiе вынужденнымъ найдется въ окружныя мѣста послать эстафеты на счетъ виновныхъ. Октября 17 дня 1870 года. Совѣтникъ Рейтлингеръ 24 Октября За N 1424 Секретарь * * * 1 Отдѣленiя Столоначальник * * * 2 Столъ II.
d18;1870 г.;;11 Указъ ЕГО ИМПЕРАТОРСКАГО ВЕЛИЧЕСТВА, САМОДЕРЖЦА ВСЕРОССIЙСКАГО. Изъ Енисейскаго Губернскаго Правленiя, Красноярской Городской Думѣ По указу ЕГО ИМПЕРАТОРСКАГО ВЕЛИЧЕСТВА, Губернское Правленiе слушали: На основанiи предложенiя Г. исправлявшаго должность Енисейскаго Губернатора, отъ 10 Мая 1861 г., за № 779, Губернское Правленiе обязано къ 15 ч. Января мѣсяца каждаго года доставлять къ Г. Начальнику губернiи за каждый истекшiй годъ сколь возможно вѣрныя свѣдѣнiя о стоимости безвозмѣзднаго исправленiя разныхъ повинностей для войскъ въ натурѣ, какъ то: отводъ квартиръ, пастбищъ, мѣстъ подъ лагери, отпускъ дровъ и проч., по переложенiи этихъ повинностей на денежный счетъ сообразно-дѣйствительной ихъ цѣнности. О доставленiи этихъ свѣдѣнiй къ 1 ч. Декабря каждаго истекшаго года, Губернскимъ Правленiемъ 24 Мая 1861 г. было предписано всѣмъ здѣшней губернiи городовымъ хозяйственнымъ управленiямъ, полицейскимъ управленiямъ и квартирнымъ коммиссiямъ. Приказали: Такъ какъ срокъ на доставленiе означенныхъ свѣдѣнiй уже приближается, то посему о немедленномъ доставленiи таковыхъ за настоящiй 1870 г. подтвердить указами помянутымъ выше мѣстамъ, предваривъ ихъ, что если свѣдѣнiя эти не будутъ доставлены къ 1 ч. будущаго Декабря мѣсяца, то за истребованiемъ таковыхъ Правленiе вынужденнымъ найдется въ окружныя мѣста послать эстафеты на счетъ виновныхъ. Октября 17 дня 1870 года. Совѣтникъ Рейтлингеръ 24 Октября За N 1424 Секретарь * * * 1 Отдѣленiя Столоначальник * * * 2 Столъ II.
d19;1870 года;;11 Указъ ЕГО ИМПЕРАТОРСКАГО ВЕЛИЧЕСТВА, САМОДЕРЖЦА ВСЕРОССIЙСКАГО. Изъ Енисейскаго Губернскаго Правленiя, Красноярской Городской Думѣ По указу ЕГО ИМПЕРАТОРСКАГО ВЕЛИЧЕСТВА, Губернское Правленiе слушали: На основанiи предложенiя Г. исправлявшаго должность Енисейскаго Губернатора, отъ 10 Мая 1861 г., за № 779, Губернское Правленiе обязано къ 15 ч. Января мѣсяца каждаго года доставлять къ Г. Начальнику губернiи за каждый истекшiй годъ сколь возможно вѣрныя свѣдѣнiя о стоимости безвозмѣзднаго исправленiя разныхъ повинностей для войскъ въ натурѣ, какъ то: отводъ квартиръ, пастбищъ, мѣстъ подъ лагери, отпускъ дровъ и проч., по переложенiи этихъ повинностей на денежный счетъ сообразно-дѣйствительной ихъ цѣнности. О доставленiи этихъ свѣдѣнiй къ 1 ч. Декабря каждаго истекшаго года, Губернскимъ Правленiемъ 24 Мая 1861 г. было предписано всѣмъ здѣшней губернiи городовымъ хозяйственнымъ управленiямъ, полицейскимъ управленiямъ и квартирнымъ коммиссiямъ. Приказали: Такъ какъ срокъ на доставленiе означенныхъ свѣдѣнiй уже приближается, то посему о немедленномъ доставленiи таковыхъ за настоящiй 1870 г. подтвердить указами помянутымъ выше мѣстамъ, предваривъ ихъ, что если свѣдѣнiя эти не будутъ доставлены къ 1 ч. будущаго Декабря мѣсяца, то за истребованiемъ таковыхъ Правленiе вынужденнымъ найдется въ окружныя мѣста послать эстафеты на счетъ виновныхъ. Октября 17 дня 1870 года. Совѣтникъ Рейтлингеръ 24 Октября За N 1424 Секретарь * * * 1 Отдѣленiя Столоначальник * * * 2 Столъ II.
d20;1870 год;;13 Вѣдомость Красноярской Квартирной Коммисiи, о числѣ отвѣденныхъ ею натурою обывательскихъ квартиръ въ 1870 году разнымъ лицамъ, имеющимъ право на полученiе таковыхъ, съ переложенiемъ повинности этой на денежную. 1870 года. Октября 29 дня, *457. Кому отводились квартиры? Число отведенныхъ полугодовыхъ квартиръ На какой срокъ Стоимость годовой квартиры Всего рубли. рубли. Штабъ Офицерамъ: семейнымъ ... 10 На полгода 200 1000 холостымъ ... 2 160 Оберъ Офицерамъ: семейнымъ ... 44 140 6260 холостымъ ... 22 100 1100 Воинскому Священнику: семейному ... 2 140 Повивальнымъ бабкамъ, по холостому положенiю ........................ 4 100 200 Полицейскимъ приставамъ: семейнымъ ...
d21;1870 года;;13 Вѣдомость Красноярской Квартирной Коммисiи, о числѣ отвѣденныхъ ею натурою обывательскихъ квартиръ въ 1870 году разнымъ лицамъ, имеющимъ право на полученiе таковыхъ, съ переложенiемъ повинности этой на денежную. 1870 года. Октября 29 дня, *457. Кому отводились квартиры? Число отведенныхъ полугодовыхъ квартиръ На какой срокъ Стоимость годовой квартиры Всего рубли. рубли. Штабъ Офицерамъ: семейнымъ ... 10 На полгода 200 1000 холостымъ ... 2 160 Оберъ Офицерамъ: семейнымъ ... 44 140 6260 холостымъ ... 22 100 1100 Воинскому Священнику: семейному ... 2 140 Повивальнымъ бабкамъ, по холостому положенiю ........................ 4 100 200 Полицейскимъ приставамъ: семейнымъ ...
d22;1870 г.;;15 Въ Енисейское Губернское Правленiе Рапортъ Въ исполненiе указа Губернскаго Правленiя отъ 17 Октября за № 3630 Городская Дума имѣетъ честь донести, что стоимость размѣра повинностей для войскъ а) по собраннымъ отъ квартирной повинности свѣдѣнiямъ стоимость квартирной повинности въ 1870 г., отнесенной жителями города простирается до 14564 р. б) пастбищъ для войскъ отвѣдено на 100 р. и в) употреблено изъ городскихъ доходовъ для воинскихъ карауловъ на тулупы, лопаты, кенги и будки 820 руб. Итого стоимость безъ* исправленiя разныхъ повинностей для войскъ въ натурѣ, по переложенiи этихъ повинностей на денежный счетъ простирается до 15484 руб. № 1724. 4 Ноября 1870 г. по 1 отдѣл. 2 столу о стоимости безъ * исправленiя разныхъ повинностей*
d23;4 Ноября 1870 г.;;15 Въ Енисейское Губернское Правленiе Рапортъ Въ исполненiе указа Губернскаго Правленiя отъ 17 Октября за № 3630 Городская Дума имѣетъ честь донести, что стоимость размѣра повинностей для войскъ а) по собраннымъ отъ квартирной повинности свѣдѣнiямъ стоимость квартирной повинности въ 1870 г., отнесенной жителями города простирается до 14564 р. б) пастбищъ для войскъ отвѣдено на 100 р. и в) употреблено изъ городскихъ доходовъ для воинскихъ карауловъ на тулупы, лопаты, кенги и будки 820 руб. Итого стоимость безъ* исправленiя разныхъ повинностей для войскъ въ натурѣ, по переложенiи этихъ повинностей на денежный счетъ простирается до 15484 руб. № 1724. 4 Ноября 1870 г. по 1 отдѣл. 2 столу о стоимости безъ * исправленiя разныхъ повинностей*
d24;1870 год;;17 Въ Красноярскую Городскую Думу Вслѣдствiе отношенiя Думы отъ 20 Октября с.г. за № 1624, квартирная коммисiя составивъ свѣдѣнiе о количествѣ отведенныхъ квартиръ для воинскихъ чиновъ въ 1870 году съ переложенiемъ таковыхъ на денежный счетъ, по примѣру прошлыхъ лѣтъ, свѣдѣнiе это присемъ честь имѣетъ препроводить. Предсѣдатель Коммисiи Полицеймейстеръ *** Депутатъ отъ гражданъ *** КРАСНОЯРСКАЯ КВАРТИРНАЯ КОММИСIЯ 29 Октября 1870 года № № 457. г. Красноярскъ
d25;29 Октября 1870 года;;17 Въ Красноярскую Городскую Думу Вслѣдствiе отношенiя Думы отъ 20 Октября с.г. за № 1624, квартирная коммисiя составивъ свѣдѣнiе о количествѣ отведенныхъ квартиръ для воинскихъ чиновъ въ 1870 году съ переложенiемъ таковыхъ на денежный счетъ, по примѣру прошлыхъ лѣтъ, свѣдѣнiе это присемъ честь имѣетъ препроводить. Предсѣдатель Коммисiи Полицеймейстеръ *** Депутатъ отъ гражданъ *** КРАСНОЯРСКАЯ КВАРТИРНАЯ КОММИСIЯ 29 Октября 1870 года № № 457. г. Красноярскъ
d26;1870 г.;;19 Въ Красноярскую Городскую Думу Вслѣдствiе отношенiя оной отъ 24 ч. с.г. за № 2018, Квартирная Коммисiя препровождая присемъ вѣдомость о числѣ отведенныхъ квартиръ въ 1870 г. натурою разнымъ лицамъ имеющимъ по закону право на полученiе таковыхъ, съ переложенiемъ этой повинности на денежный счетъ, честь имѣетъ увѣдомить Городскую Думу, что подобная же вѣдомость, вслѣдствiе отношенiя КРАСНОЯРСКАЯ КВАРТИРНАЯ КОММИСIЯ 25 Декабря 1870 года № № 513й г. Красноярскъ
d27;25 Декабря 1870 года;;19 Въ Красноярскую Городскую Думу Вслѣдствiе отношенiя оной отъ 24 ч. с.г. за № 2018, Квартирная Коммисiя препровождая присемъ вѣдомость о числѣ отведенныхъ квартиръ въ 1870 г. натурою разнымъ лицамъ имеющимъ по закону право на полученiе таковыхъ, съ переложенiемъ этой повинности на денежный счетъ, честь имѣетъ увѣдомить Городскую Думу, что подобная же вѣдомость, вслѣдствiе отношенiя КРАСНОЯРСКАЯ КВАРТИРНАЯ КОММИСIЯ 25 Декабря 1870 года № № 513й г. Красноярскъ
d28;1870 г.;;21 Вѣдомость О числ ѣ отведенныхъ Красноярскою Квартирною Коммисiею, натурою обывательскихъ квартиръ въ 1870 г., разнымъ лицамъ имеющимъ по закону право на полученiе таковыхъ, съ переложен iемъ повинности этой на денежную. Кому отводились квартиры? Число отведенныхъ полугодовыхъ квартиръ На какой срокъ Стоимость годовой квартиры Всего рубли. Штабъ Офицерамъ: семейнымъ 10 200 1000 холостымъ 2 160 160 Оберъ Офицерамъ: семейнымъ 44 140 3080 холостымъ 22 100 1100 Воинскому Священнику: семейному 2 140 Повивальнымъ бабкамъ ......... 4 100 200 Полицейскимъ приставамъ: семейн. 2 140 холост. 2 100 Помощникамъ ихъ семейн. 4 140 280 холост. 4 100 200 Для канцелярiи Жандармскаго Управленiя ................... 2 300 Къ № 513 му
