Категория населения,Число душ ревизских,Число душ обоего пола,Посеяно озимого (четвертей),Посеяно ярового (четвертей),Посеяно картофеля (четвертей),Снято озимого (четвертей),Снято ярового (четвертей),Снято картофеля (четвертей),Снято сена (возов)
Мещане Красноярска,2115,4340,0,400,25,0,2800,250,2000
